Id,Player @,Content,Date
284,@patbev21,"I don't care what happens the rest of the season.

@patbev21 just about made one of the funniest moments in NBA history happen, and all in one of the juiciest Bulls wins of the year.

Thank you Pat for bringing Chicago and Bulls fans so much joy!",26-Mar-23
285,@patbev21,Nasty work @patbev21,26-Mar-23
286,@KingJames,Cred to @patbev21  he talked the talk and him and his teammates backed it up today.  Ur turn @KingJames @AntDavis23 @Dloading.  Gut check time!  #LakeShow,26-Mar-23
287,@patbev21,"Tirou onda com a cara do Lebron, deixou ele com cara de derrotado e venceu o jogo

I love @patbev21",26-Mar-23
288,@patbev21,You can’t do the “too small” on someone that you didn’t even body sit yo ass down @patbev21,26-Mar-23
289,@KingJames,OOOOOOOOHHHHHHHHHHHHHHHH!!!!!!!!!!!!!!!!!!!! LESGOOOOOOOOOOOOO @patbev21 @KingJames @russwest44 @AntDavis23 @JeanieBuss @RealAClifton @NBA @Lakers #LakeShow Fake Show!   #DUBNATION ON MINES!,26-Mar-23
290,@patbev21,We'll see you on Wednesday. @patbev21,26-Mar-23
291,@chicagobulls,"Patrick Berverley, simplesmente o pai do LeBron e do Lakers

@patbev21 | @chicagobulls",26-Mar-23
292,@patbev21,"I need an auto @patbev21 jersey man, legend",26-Mar-23
293,@patbev21,What be going through @patbev21 head..,26-Mar-23
294,@patbev21,En el barco del señor @patbev21,26-Mar-23
295,@patbev21,How I feel about the weekend…@chicagobulls @patbev21 #BullsNation #nba @NBA,26-Mar-23
296,@patbev21,He did say he was going to try to eliminate the lakers from the play in games   @patbev21 https://x.com/HoopMixOnly/st/HoopMixOnly/status/1640109615193944064…,26-Mar-23
297,@KendrickPerkins,Hahaha @patbev21 made him shut up real quick #CarryOn @KendrickPerkins was praying his king #lebronjames get the win on his comeback game ..,26-Mar-23
298,@Lakers,I love that @patbev21 really gonna be the reason the @Lakers don’t make the playoffs,26-Mar-23
299,@patbev21,Pat Bev revenge tour  @patbev21,26-Mar-23
300,@patbev21,I love you @patbev21,26-Mar-23
301,@patbev21,I love this dude @patbev21 man,26-Mar-23
302,@patbev21,#Chicagobulls @patbev21 why you do Lebronny like this hahahahaha,26-Mar-23
303,@patbev21,#2Small @patbev21,26-Mar-23
304,@patbev21,He said what he said! Now do it again on Wednesday @patbev21 #BullsNation,26-Mar-23
305,@patbev21,This picture gives me life. #BullsNation @patbev21 is the Man.,26-Mar-23
306,@patbev21,Thank you @patbev21 ha,26-Mar-23
307,@patbev21,The Bev gonna Bev. ALWAYS! @patbev21 my guy!,26-Mar-23
308,@patbev21,Yo @patbev21 lemme get a pair of those blk/red #bulls gm shorts por favor,26-Mar-23
309,@patbev21,"Thanks Pat  
@patbev21",26-Mar-23
310,@patbev21,I can't be friends with anyone who don't like @patbev21     #BullsNation,26-Mar-23
311,@patbev21,everybody hate this man but every team needs a person like @patbev21 on their team,26-Mar-23
312,@patbev21,That’s our @patbev21 !! Tell ‘em Pat!!,26-Mar-23
313,@patbev21,There’s a 40 year old dope head in front of the liquor store right now drinking a tall can of Steel Reserve smoking a half a Newport…and I’m certain he can play ball better than @patbev21 and that’s a fact.,26-Mar-23
314,@patbev21,Never change @patbev21,26-Mar-23
315,@patbev21,Man @patbev21 is the king of walking the walk,26-Mar-23
316,@patbev21,Gotta love what @patbev21 brings to the game,26-Mar-23
317,@patbev21,That @patbev21 podcast gna hit tomorrow lmao,26-Mar-23
318,@patbev21,rata asquerosa @patbev21,26-Mar-23
319,@patbev21,i need me a signed @patbev21 immediately. THIS GUY IS HIM,26-Mar-23
320,@patbev21,Lakers got they day ruined by @patbev21 you absolutely hate to see it,26-Mar-23
321,@ZachLaVine,"The @chicagobulls get a solid win over the los angeles lakers 118-108. @ZachLaVine led the way with 32 points. @DeMar_DeRozan came back home and had a double-double of 17 points & 10 assists. @patbev21 had 10 points, 5 assists, 4 rebounds against his old team #BullsNation",26-Mar-23
322,@patbev21,"Bulls are 10-5 since the Patrick Beverley addition.

The Pay Bev effect  @patbev21",26-Mar-23
323,@sixers,.@patbev21 should’ve signed with the @sixers and @DocRivers to potentially win a championship with @JoelEmbiid,26-Mar-23
324,@patbev21,Thank you @patbev21,26-Mar-23
325,@patbev21,All respect for @patbev21 now gone,26-Mar-23
326,@patbev21,Literally the best thing I’ve seen all season @patbev21 you sir are my hero #BullsNation,26-Mar-23
327,@patbev21,Your right @patbev21 better be ready again when Lakers come to your house stunk all the to their locker room,26-Mar-23
328,@ShannonSharpe,.@patbev21 tells @ShannonSharpe that no player fears LeBron,26-Mar-23
329,@patbev21,Lmaooo @patbev21,26-Mar-23
330,@patbev21,Doing The “ Too Small “ Celebration KNOWING You ASS is Crazy… Good Defense But You Ass. @patbev21,26-Mar-23
331,@PatBev21,"Never change, @PatBev21.",26-Mar-23
332,@patbev21,Where was that energy at @patbev21 when you were wearing the purple & gold,26-Mar-23
333,@patbev21,Bruh said he wanted to knock them out the playoffs good win Chicago @patbev21,26-Mar-23
334,@KingJames,I think I love @patbev21 for his #toosmall moment with @KingJames,26-Mar-23
335,@patbev21,remember this ? @patbev21,26-Mar-23
336,@patbev21,I know you saw this @patbev21 .  You called it!,26-Mar-23
337,@patbev21,Yummy snack right there @patbev21 https://x.com/BronGotGame/st/BronGotGame/status/1640114081075015683…,26-Mar-23
338,@KarlTowns,I’m not even mad. See ya Wednesday @patbev21…… SEE ya @ Target Center friday @KarlTowns….,26-Mar-23
339,@patbev21,“I am your father!” - @patbev21 #NBA,26-Mar-23
340,@patbev21,My boi @patbev21,26-Mar-23
341,@patbev21,"All for you, @KingJames! 

@patbev21 | #BullsNation",26-Mar-23
342,@patbev21,I love @patbev21,26-Mar-23
343,@patbev21,I couldn’t have asked for a better birthday present. Thank you @patbev21  https://t.co/XcThdBSYUA,26-Mar-23
344,@patbev21,I LOVE @patbev21,26-Mar-23
345,@patbev21,Bev gave the Lakers and their fans the business. He said they stunk it up. @patbev21  #Bulls #Lakers,26-Mar-23
346,@patbev21,That’s what we like to see @patbev21,26-Mar-23
347,@patbev21,@patbev21,26-Mar-23
348,@patbev21,Please marry me @patbev21 ……..,26-Mar-23
349,@patbev21,It was destined  @patbev21,26-Mar-23
350,@patbev21,I love @patbev21 on the bulls,26-Mar-23
351,@patbev21,Que grande ha sido eso! Grande @patbev21,26-Mar-23
352,@patbev21,dayum. dis is craziest shit i have ever seen. @patbev21 u ar tough,26-Mar-23
353,@patbev21,HEY @patbev21 YOU THE GOAT BRO,26-Mar-23
354,@patbev21,@patbev21,26-Mar-23
355,@patbev21,never change @patbev21,26-Mar-23
356,@patbev21,I get it @patbev21,26-Mar-23
357,@patbev21,Menace but i love it @patbev21,26-Mar-23
358,@patbev21,Ohh c’mon bruh. You and russ put us in this position. This new team climbed back and gave us a chance for a playoff spot. You are the one who stinks. @patbev21,26-Mar-23
359,@patbev21,I may not speak for all Lakers fans but I love @patbev21,26-Mar-23
360,@patbev21,God I love that @patbev21 plays for my team #Bulls,26-Mar-23
361,@patbev21,Ay that boi @patbev21 real life doing it for us. We going to the ship  fuc it,26-Mar-23
362,@patbev21,Timberwolves Legend @patbev21 taking it to the king!!!! You love to see it.,26-Mar-23
363,@patbev21,Pat Bev best mid season signing in the nba?? #ChicagoBulls #bulls @patbev21,26-Mar-23
364,@patbev21,Gotta give @patbev21 some credit. Completely changed the culture for #Bulls.,26-Mar-23
365,@patbev21,Lmaoo @patbev21 you was a big part of why we started off 2-10 sorry ass. Better without you,26-Mar-23
366,@patbev21,my goat @patbev21,26-Mar-23
367,@patbev21,My boi @patbev21 on that out west shit lol #290,26-Mar-23
368,@patbev21,Lakers gotta pay for what they did to Russ career ain’t that right @patbev21,26-Mar-23
369,@patbev21,"I cannot wait for @patbev21 to retire, but I know dillon brooks is gonna do the same shot for the next ten years",26-Mar-23
370,@patbev21,SI CLARO. Eres dios @patbev21,26-Mar-23
371,@patbev21,I’ll really beat yo ass up fr @patbev21,26-Mar-23
372,@patbev21,anybody know his stats? was I on point or yeah? @patbev21 good shit bro,26-Mar-23
373,@patbev21,The king ?? More like the elderly. Nigga played no defense and waisting the damn shot clock out and Darvin Ham egg head ass aint play Rui ? Man Im so glad @patbev21 did them like this. Humbled tf outta them real quick. Should of kept him stupid ass dramafied ass team,26-Mar-23
374,@patbev21,"Always check out player props on traded players vs their old teams @patbev21 #nicework #GamblingTwiiter 
Over 2.5 assist  
Over 6.5 points",26-Mar-23
375,@patbev21,"When @patbev21 gives you  the you're too short sign after he makes a basket over you, your career is over",26-Mar-23
376,@patbev21,"See you next game @patbev21

You’ll regret this.",26-Mar-23
377,@patbev21,Lmao. I love @patbev21 !!!,26-Mar-23
378,@patbev21,Eres leyenda @patbev21,26-Mar-23
379,@patbev21,LET EM KNO @patbev21,26-Mar-23
380,@patbev21,"Great work, @patbev21",26-Mar-23
381,@patbev21,he’s literally the reason the lakers were ass  @patbev21,26-Mar-23
382,@patbev21,Let’s get it! @patbev21,26-Mar-23
383,@patbev21,As a lifelong Chicago Bulls fan I just want to say a sincere thank you g @patbev21,26-Mar-23
384,@Money23Green,"Player(@patbev21 ) SURRELY Looked scared of Lebron today…. waited til he turned around to make SURE he saw him at that @Money23Green 

Y’all gotta stop tryna disprove narratives bc that’s your friend.",26-Mar-23
385,@patbev21,legend @patbev21 x,26-Mar-23
386,@patbev21,Man I love & miss this guy @patbev21 Og clip,26-Mar-23
387,@rone,Little man will do anything to get his podcast downloads @patbev21 @rone,26-Mar-23
388,@patbev21,Thank you @chicagobulls and thank you @patbev21,26-Mar-23
389,@patbev21,@patbev21,26-Mar-23
390,@patbev21,See you Wednesday @patbev21,26-Mar-23
391,@patbev21,.@patbev21 has absolutely no chill.,26-Mar-23
392,@patbev21,Pat Bev generational fire starter. Good for the game. @patbev21,26-Mar-23
393,@patbev21,Lmfaooo @patbev21 LFFGGG,26-Mar-23
394,@patbev21,Tell em what it is @patbev21 #ThePatBevEffect let's goooooo,26-Mar-23
395,@patbev21,Minnesota will always have love for @patbev21!,26-Mar-23
396,@patbev21,If you woulda told me a few years ago I’d become a big @patbev21 fan I woulda said you crazy. Gotta love this guy,26-Mar-23
397,@patbev21,Talk yo shit @patbev21,26-Mar-23
398,@patbev21,Rematch on Thursday @patbev21,26-Mar-23
399,@patbev21,The king returned to LA today I see @patbev21,26-Mar-23
400,@patbev21,The look on @ShannonSharpe face you will recognize @patbev21 @AndreDrummond @CobyWhite @DeMar_DeRozan @NikolaVucevic @TheRea1DJones @ACFresh21 as a @nba team that mean business how you like that pay you respects you  and the other haters and critics SeeingRed #Bullsnation,26-Mar-23
401,@patbev21,I'm sorry I wasn't familiar with your game sir @patbev21,26-Mar-23
402,@patbev21,Love you @patbev21 #BullsNation are blessed to have you! #TooSmall,26-Mar-23
403,@patbev21,PLAY OF THE GAME!!! Them Laker boys are soft as Charmin toilet paper  @patbev21 you a real one.,26-Mar-23
404,@patbev21,Pat Bev I miss you  @patbev21,26-Mar-23
405,@patbev21,Knew I’ve always loved you @patbev21,26-Mar-23
406,@patbev21,Aged well . @patbev21,26-Mar-23
407,@patbev21,LMAOOO ONE DOWN ONE TO GO… @patbev21,26-Mar-23
408,@patbev21,Oke @patbev21  you win tonight..,26-Mar-23
409,@patbev21,Don't ever CHANGE @patbev21   atta dude,26-Mar-23
410,@patbev21,YESSIR @patbev21,26-Mar-23
411,@NBCSChicago,"PAT BEV SAID YOU’RE TOO SMALL.

@PatBev21 | @NBCSChicago",26-Mar-23
412,@patbev21,"GOAT HIM UP ALREADY @patbev21 
Disrespect on its finest",26-Mar-23
413,@patbev21,Man I wish you I would’ve picked the warriors over the bulls dude @patbev21,26-Mar-23
414,@patbev21,Lebron has 4 rings remember that @patbev21,26-Mar-23
415,@patbev21,Also stop playing with @patbev21!,26-Mar-23
416,@patbev21,"That’s Chicago native, and  @RazorbackMBB alum @patbev21. I love watching him ball with the #Bulls.  #Woopig.",26-Mar-23
417,@patbev21,Man @patbev21 is must see tv,26-Mar-23
418,@patbev21,Thank you @chicagobulls and our very own @patbev21 for taking down the lakers!,26-Mar-23
419,@patbev21,Mission accomplished @patbev21,26-Mar-23
420,@AntDavis23,Well done @patbev21 way to back up your words. Should teach @AntDavis23 a thing or two.,26-Mar-23
421,@patbev21,I  @patbev21,26-Mar-23
422,@patbev21,te amo mas que a mi puta vida @patbev21,26-Mar-23
423,@Lakers,"Give @patbev21 his flowers, disappointing performance all around @Lakers. Huge blown opportunity. One poorer rotations all year (rui dnp!?). Only Rob getting a pass today.",26-Mar-23
424,@patbev21,"You win this one, @patbev21.

See ya Wednesday.",26-Mar-23
425,@patbev21,YEAH PAT BEV  @patbev21 https://x.com/HoopMixOnly/st/HoopMixOnly/status/1640109615193944064…,26-Mar-23
426,@patbev21,God I miss @patbev21 in a clipper uni lmfaooo,26-Mar-23
427,@patbev21,. @patbev21 is a national treasure,26-Mar-23
428,@patbev21,Great down the stretch @patbev21,26-Mar-23
429,@patbev21,Get at him @patbev21,26-Mar-23
430,@patbev21,I love @patbev21,26-Mar-23
431,@patbev21,#ChicagoBulls @patbev21 This dude really has me rolling! CHICAGO West Side shit,26-Mar-23
432,@patbev21,DARVIN HAM ALLOWING  THE @chicagobulls AND @patbev21  TO HUMILLIATE @KingJames AND @Lakers,26-Mar-23
433,@patbev21,Summary of the bulls Vs lakers game  @patbev21 showed his Chicago ASS,26-Mar-23
434,@patbev21,"TOOO SMALL LEBRAUM, TOOO SMALL huhuashuashusahuashuashusauhashuas @patbev21",26-Mar-23
435,@patbev21,LEBRON GOT BACKED DOWN BY @patbev21,26-Mar-23
436,@patbev21,Guess @patbev21 was right after all,26-Mar-23
437,@patbev21,Don’t bring that bs to Chicago @patbev21,26-Mar-23
438,@patbev21,The @chicagobulls came through on the parlay today thanks @patbev21,26-Mar-23
439,@patbev21,I love you and miss you unc @patbev21,26-Mar-23
440,@patbev21,"Bulls guard and former Lakers guard Patrick Beverley posted this before the game this weekend

Beverley gets his revenge after the Lakers traded him at the deadline
Photo via @patbev21",26-Mar-23
441,@KevinHart4real,"""'The @Patbev21 Story,' starring @KevinHart4real""

-@Stacey21King",26-Mar-23
442,@patbev21,Thank you @patbev21  for beating  the fakers for us.,26-Mar-23
443,@patbev21,Don’t get to disrespectful @patbev21,26-Mar-23
444,@patbev21,No you didn’t @patbev21  #toosmall,26-Mar-23
445,@patbev21,WTF @patbev21,26-Mar-23
446,@patbev21,.@patbev21 in LA,26-Mar-23
447,@patbev21,Let’s Go Big Nigga @patbev21,26-Mar-23
448,@patbev21,Thank you @patbev21,26-Mar-23
449,@patbev21,Lol bron go dunk on @patbev21 Wednesday night,26-Mar-23
450,@patbev21,My king @patbev21,26-Mar-23
451,@patbev21,My nigga!!!!! @patbev21,26-Mar-23
452,@patbev21,J'aurais jamais cru dire ça mais i love you @patbev21,26-Mar-23
453,@patbev21,nice revenge game @patbev21,26-Mar-23
454,@patbev21,LMAO @patbev21,26-Mar-23
455,@patbev21,"PAT BEV MANDOU UM ""TO SMAL"" PRA O LEBRON KKKKKKKKKKKKKKKKKKKKKKKKK 

EU TE AMOOOOOOOOOOOOOOOO @patbev21",26-Mar-23
456,@patbev21,LMAOOOOOOOOOOO @patbev21,26-Mar-23
457,@patbev21,Respect@patbev21,26-Mar-23
458,@patbev21,That’s what I get for betting against @patbev21,26-Mar-23
459,@NBCSChicago,"WHAT A PASS by Pat Bev!

@PatBev21 | @NBCSChicago",26-Mar-23
460,@patbev21,Respect@patbev21,26-Mar-23
461,@patbev21,That’s what I get for betting against @patbev21,26-Mar-23
462,@NBCSChicago,"WHAT A PASS by Pat Bev!

@PatBev21 | @NBCSChicago",26-Mar-23
463,@patbev21,Ayo @patbev21 why they traded you gang??,26-Mar-23
464,@patbev21,Lakers fans just be about talking Pat bev bulls was about that action wheww @patbev21,26-Mar-23
465,@patbev21,Never thought I’d see the day I’d be looking forward to @patbev21 post game tweets #BullsNation,26-Mar-23
466,@patbev21,@patbev21,26-Mar-23
467,@russwest44,"Sad. Now we truly knows who the problem is. Right @patbev21  @russwest44  
No defense LBJ and team started shooting 3s hahahaha. 
Dumbin Ham and LBJ both peoblems.
#lakers",26-Mar-23
468,@Lakers,I don’t wanna hear @patbev21 talk shit to the lakers sitting on the bench. #lakers #nba @Lakers,26-Mar-23
469,@patbev21,I hope the @chicagobulls resign @patbev21,26-Mar-23
470,@patbev21,Blow them niggas out @patbev21 !,26-Mar-23
471,@patbev21,21… Can ya do sum fa meh?! @patbev21,26-Mar-23
472,@patbev21,You’re killing us in the first half with a whopping 2 points @patbev21,26-Mar-23
473,@patbev21,Knock Them Niggas Out The Playoffs Gang @patbev21,26-Mar-23
474,@patbev21,Has that bum @patbev21 ever committed a foul and not complain about it?,26-Mar-23
475,@patbev21,Posted @withregram • @patbev21 Rollin’ back to Cali this weekend. Get your cameras out.  @charmin #charminpartner,26-Mar-23
476,@patbev21,Eyy @patbev21 said what he said  They shuttin em down rn,26-Mar-23
477,@patbev21,Has that bum @patbev21 ever committed a foul and not complain about it?,26-Mar-23
478,@patbev21,Posted @withregram • @patbev21 Rollin’ back to Cali this weekend. Get your cameras out.  @charmin #charminpartner,26-Mar-23
479,@patbev21,Eyy @patbev21 said what he said  They shuttin em down rn,26-Mar-23
480,@patbev21,We Love @patbev21  #BullsNation,26-Mar-23
481,@chicagobulls,"This @Lakers @chicagobulls game is crazy! Little over 10 minutes in and @patbev21 already has 600 points, shooting 97 for 92!",26-Mar-23
482,@patbev21,Bron back tonight!!!!!! @patbev21  you shouldn’t have been talkin shit  #LakeShow #lakers,26-Mar-23
483,@patbev21,"So who will @patbev21 take out today that will help the Lake show demise?  Bron Bron, AD, Vanderbilt, Beasley?  They may all be on his hit list..LOL! #CHIvsLAL",26-Mar-23
484,@patbev21,Keep shooting fam @patbev21,26-Mar-23
485,@patbev21,fucking brick @patbev21 austin clamping that,26-Mar-23
486,@patbev21,you know what the goal is these next two games. @patbev21,26-Mar-23
487,@patbev21,Lebron is back Mf……..watch out @patbev21,26-Mar-23
488,@patbev21,Prepara o cu @patbev21,26-Mar-23
489,@patbev21,why they disrespecting you gang? @patbev21 I see 10+ easily vs these bums,26-Mar-23
490,@patbev21,We on yo ass @patbev21,26-Mar-23
491,@patbev21,".@patbev21 right now 
#LakeShow",26-Mar-23
492,@patbev21,THANK YOU @patbev21,26-Mar-23
493,@patbev21,thanks @patbev21,26-Mar-23
494,@patbev21,Be ready to cry @patbev21,26-Mar-23
495,@patbev21,"Absolute Zester cooked up for a BIG revenge game. I call it the Pat BeverLAY 

Pat bev 3 assists 
Pat bev 7 points 
Pat bev 6 rebounds 
Pat bev 2 threes 
Pat bev 2 steals 

+2800 

Lets RIDE @patbev21",26-Mar-23
496,@patbev21,Yesssir @patbev21 keep that same energy,26-Mar-23
497,@patbev21,do ya thing @patbev21 always been your biggest fan,26-Mar-23
498,@patbev21,"If we get d lo and bron back on the same game, you think I’ll feel bad for @patbev21 
Nah lakers in 5",26-Mar-23
499,@patbev21,"PERIOOODDDD. BIIITTTCHHHH. WHAT NOW, @patbev21??????",26-Mar-23
500,@patbev21,TE VAMOS A HACER MIERDA @patbev21,26-Mar-23
501,@patbev21,Well we’re definitely going to see who’s going to be @Charmin Ultra Soft in just a few hours @patbev21 Carry on…,26-Mar-23
502,@patbev21,Aye @patbev21,26-Mar-23
503,@patbev21,Love it @patbev21,26-Mar-23
504,@patbev21,Bron rushing his rehab 2 come back & score a inefficient 30 against a sub .500 Chicago team will be vital in a Lakers loss . @patbev21 really bout 2 end the Lakers season .,26-Mar-23
505,@patbev21,He tested that foot and feels good. Your crusty ass in trouble today @patbev21,26-Mar-23
506,@patbev21,Lock in @patbev21,26-Mar-23
507,@KingJames,Keep talking shit @patbev21 !!! You motivated @KingJames to come back to wipe the floor with your scrub ass.,26-Mar-23
508,@patbev21,All that talk @patbev21 was saying I hope he get us this win,26-Mar-23
509,@patbev21,Go for the knee @patbev21,26-Mar-23
510,@patbev21,In shambles rn @patbev21,26-Mar-23
511,@patbev21,Yo @patbev21 y’all beating the #lakers tonight right # Issa lock  #nba,26-Mar-23
512,@patbev21,“Chris Paul” - @patbev21,26-Mar-23
513,@patbev21,Anyone think this is a good spot for @patbev21  revenge game?  Can he please hit some threes tonight!!,26-Mar-23
514,@patbev21,Definitely ultra soft @patbev21,26-Mar-23
515,@patbev21,Wait @charmin… I would’ve posted this @patbev21 question for free. Literally!!!  Carry the hell on… #CharminPartner,26-Mar-23
516,@patbev21,"Yo, @patbev21 How many you got for LA today?",26-Mar-23
517,@PatBevPod,Go kick they ass @patbev21 @PatBevPod shout out to the former LA Clipper,26-Mar-23
518,@patbev21,Hope @patbev21 make sum plays against LA don’t do allat hollin & go do a bunch of nothing,26-Mar-23
519,@patbev21,"And no one did shit…
 @patbev21 a G",25-Mar-23
520,@patbev21,You’re ugly as hell  @patbev21,25-Mar-23
521,@patbev21,"You have the voice of an angel, king @patbev21",25-Mar-23
522,@patbev21,damn @patbev21 its like that?,25-Mar-23
523,@patbev21,Tmrw revenge tour @patbev21,25-Mar-23
524,@patbev21,he need to be taught a lesson. Pull up @patbev21,25-Mar-23
525,@patbev21,Pat Bev is a National treasure @patbev21,25-Mar-23
526,@patbev21,Pat Bev is a National treasure @patbev21,25-Mar-23
527,@patbev21,@patbev21 we still fuck with you Pat,25-Mar-23
528,@NBA,Are we expecting a showdown or what  I mean pat taking it personal @patbev21 @NBA taking it back like da old mike Jordan,25-Mar-23
529,@ZachLaVine,Chicago transplants bringing our 2 year old SCOTTIE to his first @chicagobulls game tomorrow gainst them Lakers! Been a long wait @ZachLaVine @DeMar_DeRozan @patbev21 @CobyWhite so get the #hotsauce ready @Stacey21King  #BullsNation,25-Mar-23
530,@patbev21,.@patbev21,25-Mar-23
531,@patbev21,Come try it then @patbev21! You’re an irritant!,25-Mar-23
532,@patbev21,Pat Bev still trying to help out the Wolves. We  Pat Bev @patbev21,25-Mar-23
533,@patbev21,Get 3 wins in a row for the Bulls... and Minny @patbev21,25-Mar-23
534,@patbev21,He said you ain’t like that @patbev21,25-Mar-23
535,@patbev21,Me personally I wouldn’t take that type of disrespect. @patbev21,25-Mar-23
536,@ACFresh21,"We need to keep 
Coach @patbev21 and Coach @ACFresh21 for the foreseeable future/years to come!!!!
 
#BullsNation",25-Mar-23
537,@patbev21,I love you @patbev21,25-Mar-23
538,@patbev21,When @patbev21 had a game wasn’t nobody getting they nails done after a certain time and I love that because the whole world stops for my son and that will never ever change #boymom,25-Mar-23
539,@patbev21,Yesterday I was on the net and I saw a post from the @chicagobulls game with @patbev21 and I saw Lisa!!! I’ve always loved Lisa so sweet and humble the true definition of #boymom she was active way b4 the NBA she set the boy mom tone !,25-Mar-23
540,@patbev21,I remember this past summer mad NBA niggas wanted to put they cape on for CP3 when @patbev21 called CP3 a cone now look,25-Mar-23
541,,,25-Mar-23
542,@patbev21,We coming for u  @patbev21,25-Mar-23
543,@patbev21,YES!!!! MR. WINDY CITY HIMSELF @patbev21,25-Mar-23
544,@ZachLaVine,"Like @PatBev21 said, @ZachLaVine is COLD.

33 points | 12-20 FG | 6-9 3PT | 8 assists",25-Mar-23
545,@ZachLaVine,"Like @PatBev21 said, @ZachLaVine is COLD.

33 points | 12-20 FG | 6-9 3PT | 8 assists",25-Mar-23
546,@patbev21,WE WILL RESPECT YOU @patbev21 IF YOU WILL LOCKDOWN THE LAKERS ON SUNDAY! LET'S GO!!!,25-Mar-23
547,,Glory to GOD,25-Mar-23
548,@patbev21,I need us to beat the Dog shit outta the Bulls these next two games for all that @patbev21 slander. Be ready nigga,25-Mar-23
549,@patbev21,It’s time to end this lakers shit @patbev21,24-Mar-23
550,@Lakers,Hey @patbev21!  Did hear the news?  @Lakers  said 3/26 and 3/29 games are easy W!,24-Mar-23
551,@patbev21,"It took this tweet by @patbev21 exactly 35 hours and 27 minutes to reach 100,000 likes on Twitter. https://x.com/patbev21/statu/patbev21/status/1638917846267985921…

More popular tweets by this account: http://worldtoptweets.com/patbev21",24-Mar-23
552,@patbev21,Mamma bev looking a lil thick #yams #yammage @patbev21 #thickaf,24-Mar-23
553,@patbev21,#loyalty running from @patbev21 ?,24-Mar-23
554,@patbev21,"My Twitter Family:
Parents: @Ciarratonin_ @patbev21
Spouse: @Dj3k144
Children: @UnderratedXane @iamnickbel

via https://funroundy.click/twitterfamily?gameId=9e44e7aae2…

⠀",24-Mar-23
555,@patbev21,Got to see my favorite player play for my favorite  team the other night...life's good @patbev21,24-Mar-23
556,@patbev21,no respect for @rone here. acting like he is just some random kid doing a jersey swap  @patbev21,24-Mar-23
557,@KingJames,"Top 5 corniest NBA players:
1. @patbev21 
2. KAT
3. @KingJames 
4. @JaMorant 
5.@Giannis_An34",24-Mar-23
558,@patbev21,"If anything “husky” was putting it nicely @patbev21 

New Stool Scenes Chicago out NOW: https://youtu.be/s-wHRcF0nWA",24-Mar-23
559,@patbev21,Low key I’m still salty @patbev21  ain’t come back to the wolves,24-Mar-23
560,@patbev21,If the lakers lose both games to the Bulls they not making the playoffs…. @patbev21 you know what you have to do,24-Mar-23
561,@patbev21,Yo momma look younger then you @patbev21,23-Mar-23
562,@patbev21,I ain’t seen @patbev21 ball in person since we were kids i need to catch the next bulls hawks game im slippin,23-Mar-23
563,@patbev21,Ya mom got a  @patbev21,23-Mar-23
564,@patbev21,my name is nick and i love @patbev21 on the bulls so much,23-Mar-23
565,@patbev21,Tell yo mama dm me nigga @patbev21,23-Mar-23
566,@patbev21,Wit a tlday fine like that @patbev21 had no choice but to Learn how to fight hard,23-Mar-23
567,@patbev21,Can't wait for my man @patbev21 to lock up the Lakers MVP Hillbilly Kobe.,23-Mar-23
568,@patbev21,LOL @patbev21,23-Mar-23
569,@patbev21,You ain’t slick lil bro @patbev21,23-Mar-23
570,@patbev21,"When you play for the Lakers, your game will get picked to PIECES! The tape never lies  @patbev21",23-Mar-23
571,@rone,"Rone with the jersey swap with Pat Bev’s mom??? A never seen before transaction.  

Gotta wonder how @patbev21 feels about this. @rone @PatBevPod",23-Mar-23
572,@patbev21,Real shit cuzz I can barely play video games after I’m done fkn… shit is pretty much a sporting event of its own lol @patbev21,23-Mar-23
573,@patbev21,GYAAAAAAT @patbev21,23-Mar-23
574,@patbev21,Stepfather needed? @patbev21,23-Mar-23
575,@patbev21,Thank god Delonte West wasn’t on @patbev21 team ever,23-Mar-23
576,@patbev21,you got a lot to say ever since you got dropped @patbev21.,23-Mar-23
577,@patbev21,yo @patbev21,23-Mar-23
578,,A bro stop playing with my mom bro,23-Mar-23
579,@670TheScore,Hosting with @dan_bernstein at 10a @670TheScore and we have a show! I interviewed @peter_king yesterday on @NBCSChicago and there’s MORE so we will play it & chat and Dan and I will discuss the @patbev21 declaration of his pregame “tradition”  bc it’s for all to discuss lol,23-Mar-23
580,@patbev21,Not sure how to tell you this @patbev21 but when you don’t hear that. It’s the worse thing possible. When fans don’t care enough to hate you.,23-Mar-23
581,@patbev21,Patrick Beverley Explains Why He Doesn't Have Sex Before Games (@patbev21),23-Mar-23
582,@patbev21,Marketing genius.. says all this shit now before they have back to back games with the Lakers next week. Anything to get the views up.. my guy! @patbev21,23-Mar-23
583,@patbev21,"We know you @patbev21!  
Some of these cats just don’t know about that dawg life!",23-Mar-23
584,@patbev21,You’re a bum @patbev21,23-Mar-23
585,@patbev21,Trash as hell  all bark no bite ahh nigga Russ wasn’t lyin @patbev21,23-Mar-23
586,@patbev21,Some people just don’t have the skin for L.A. @patbev21 #LakeShow,23-Mar-23
587,@patbev21,Whole different level playing with the Lakers @patbev21,22-Mar-23
588,@chicagobulls,0-5 no steals no blocks BUMMM @patbev21 @chicagobulls get him outta here,22-Mar-23
589,@patbev21,If we still had @patbev21 it wouldn’t have been that way,22-Mar-23
